#GID   RA    DEC     l     b     RP
3972571009060000000  173.82886  15.90823  241.48080  69.08441  9.47
3972572280370000000  173.79315  15.96466  241.29626  69.08927  12.32
3972572761410000000  173.84973  15.99188  241.32259  69.14937  11.33
3972574445030000000  173.90213  16.03974  241.29506  69.21815  11.98
3972575613260000000  173.76079  16.01056  241.14092  69.09049  9.45
3972583722160000000  173.55832  16.07541  240.67985  68.96867  11.69
3972585233990000000  173.38802  16.03923  240.50234  68.81373  10.86
3972586367860000000  173.47864  16.05583  240.60257  68.89468  12.03
3972593647830000000  173.62421  16.18663  240.52599  69.08418  11.66
3972614469830000000  174.52301  16.13778  242.06131  69.75984  10.21
3972615264400000000  174.26183  15.92896  242.12210  69.43400  8.82
3972616943730000000  174.28230  15.96914  242.06259  69.47357  10.47
3972620315280000000  174.09499  16.01191  241.66390  69.35273  11.52
3972623472080000000  174.37764  16.03719  242.05932  69.58771  12.42
3972629077020000000  174.23676  16.17048  241.52279  69.55582  11.98
3972671064620000000  174.04788  16.17833  241.20453  69.41255  12.17
3972672091110000000  173.95573  16.15115  241.12245  69.32460  12.26
3972673809100000000  173.92517  16.22557  240.90215  69.34345  11.83
3973308918800000000  172.93115  15.97033  239.97318  68.41326  11.95
3973310946030000000  173.07893  15.94011  240.26060  68.51311  12.25
3973313041970000000  173.21892  16.01939  240.29178  68.66889  12.42
3973315477220000000  173.00525  16.03433  239.93911  68.50820  11.67
3973316306150000000  173.16840  16.04864  240.14985  68.64555  11.79
3973321387090000000  172.90440  16.01238  239.83938  68.41581  12.47
3973325235380000000  172.77328  16.05559  239.55008  68.33592  11.67
3973325544620000000  172.84625  16.08124  239.59919  68.40835  9.49
3973337987140000000  173.29509  16.15320  240.10254  68.80509  12.13
3973342900580000000  173.29236  16.21973  239.94649  68.84052  11.23
3973345610710000000  173.52321  16.25405  240.21647  69.04274  10.95
3973353960120000000  173.14359  16.22173  239.71978  68.72357  11.96
3973372793560000000  172.62349  16.11528  239.19881  68.24990  12.35
3973380593220000000  172.84268  16.24356  239.22741  68.49619  12.22
3973390175290000000  172.37018  16.25996  238.51248  68.12708  11.83
3973391176020000000  172.54704  16.30014  238.67319  68.29103  12.04
3973394298460000000  172.28996  16.31608  238.27352  68.09332  11.62
