# Star   JD           PD[%]   sPD  EPVA[deg] sEVPA     q       sq        u       su
Mark_274        2460459.30968     0.36   0.24  -62.97   26.98 -0.00210  0.00246 -0.00290  0.00240
Mark_274        2460459.30999     0.31   0.25   80.52   61.44 -0.00291  0.00246  0.00100  0.00239
Mark_274        2460459.31030     0.15   0.24   62.18   61.44 -0.00086  0.00248  0.00125  0.00242
Mark_274        2460459.31061     0.69   0.25  -75.63   11.27 -0.00603  0.00248 -0.00331  0.00242
Mark_275        2460459.31804     0.28   0.21   39.53   61.44  0.00053  0.00213  0.00273  0.00207
Mark_275        2460459.31838     0.40   0.21   48.15   17.81 -0.00044  0.00212  0.00401  0.00206
Mark_275        2460459.31872     0.36   0.21   36.14   21.21  0.00108  0.00210  0.00339  0.00205
Mark_275        2460459.31905     0.08   0.21    0.01   61.44  0.00078  0.00210  0.00000  0.00205
Mark_275        2460459.31939     0.63   0.21   -4.88   10.30  0.00626  0.00211 -0.00108  0.00206
Mark_275        2460459.31972     0.04   0.21  -38.09   61.44  0.00009  0.00210 -0.00035  0.00205
Mark_275        2460459.32006     0.17   0.21  -37.89   61.44  0.00041  0.00213 -0.00163  0.00207
Mark_275        2460459.32047     0.34   0.21  -13.22   23.97  0.00301  0.00212 -0.00150  0.00207
Mark_276        2460461.33906     0.35   0.23   63.54   24.81 -0.00212  0.00230  0.00281  0.00223
Mark_276        2460461.33943     0.49   0.23   39.33   15.29  0.00097  0.00231  0.00483  0.00225
Mark_276        2460461.33980     0.27   0.22   47.90   61.44 -0.00027  0.00230  0.00269  0.00223
Mark_276        2460461.34017     0.28   0.23   52.85   61.44 -0.00077  0.00232  0.00273  0.00225
Mark_276        2460461.34054     0.55   0.22   34.09   13.13  0.00204  0.00228  0.00510  0.00222
Mark_276        2460461.34091     0.17   0.22   53.35   61.44 -0.00048  0.00229  0.00158  0.00224
Mark_276        2460461.34128     0.33   0.22   38.54   26.84  0.00074  0.00231  0.00324  0.00224
Mark_276        2460461.34166     0.25   0.22   57.10   61.44 -0.00102  0.00229  0.00228  0.00222
Mark_277        2460432.33485     0.52   0.27   51.17   17.72 -0.00112  0.00272  0.00511  0.00266
Mark_277        2460432.33534     0.83   0.25   70.16    9.30 -0.00641  0.00255  0.00532  0.00250
Mark_277        2460432.33590     0.27   0.23    2.09   61.44  0.00265  0.00231  0.00019  0.00225
Mark_277        2460432.33612     0.48   0.22   46.78   15.04 -0.00030  0.00222  0.00480  0.00217
Mark_277        2460432.33669     0.42   0.18   32.29   13.44  0.00182  0.00179  0.00384  0.00175
Mark_277        2460432.33726     0.22   0.18   41.64   61.44  0.00026  0.00180  0.00219  0.00176
Mark_277        2460432.33782     0.20   0.18   22.12   61.44  0.00141  0.00179  0.00137  0.00175
Mark_277        2460432.33804     0.46   0.19   -1.80   13.23  0.00460  0.00188 -0.00029  0.00183
Mark_277        2460432.33861     0.19   0.19   -0.08   61.44  0.00190  0.00195 -0.00001  0.00191
Mark_277        2460432.33918     0.42   0.18   62.18   13.61 -0.00239  0.00180  0.00350  0.00175
Mark_281        2460459.37363     0.32   0.18   47.43   20.20 -0.00027  0.00187  0.00323  0.00181
Mark_281        2460459.37385     0.14   0.19   74.76   61.44 -0.00123  0.00190  0.00072  0.00185
Mark_281        2460459.37407     0.41   0.20   52.86   16.41 -0.00112  0.00206  0.00397  0.00198
Mark_281        2460459.37429     0.54   0.22   32.15   13.07  0.00233  0.00223  0.00484  0.00216
Mark_281        2460459.37464     0.63   0.21   41.02   10.48  0.00087  0.00218  0.00623  0.00212
Mark_281        2460459.37486     0.43   0.23   58.09   18.61 -0.00189  0.00231  0.00385  0.00225
Mark_281        2460459.37508     0.56   0.25  -79.45   14.80 -0.00521  0.00250 -0.00201  0.00243
Mark_282        2460460.35970     0.27   0.22   25.56   61.44  0.00170  0.00221  0.00211  0.00214
Mark_282        2460460.36002     0.38   0.22   75.94   20.65 -0.00337  0.00218  0.00180  0.00211
Mark_282        2460460.36035     0.48   0.22   67.01   15.37 -0.00330  0.00221  0.00342  0.00215
Mark_282        2460460.36067     0.46   0.22  -80.10   16.39 -0.00431  0.00221 -0.00155  0.00215
Mark_282        2460460.36100     0.45   0.22   78.87   16.78 -0.00414  0.00220  0.00170  0.00214
Mark_282        2460460.36132     0.73   0.21   45.51    8.98 -0.00013  0.00220  0.00726  0.00214
Mark_282        2460460.36164     0.61   0.21   60.44   11.02 -0.00312  0.00219  0.00522  0.00212
Mark_282        2460460.36197     0.52   0.22   44.28   13.53  0.00013  0.00221  0.00517  0.00215
Mark_284        2460459.41632     0.50   0.24   24.65   16.29  0.00328  0.00245  0.00381  0.00238
Mark_284        2460459.41664     0.39   0.24   33.53   23.77  0.00152  0.00250  0.00360  0.00243
Mark_284        2460459.41697     0.62   0.27   30.03   14.15  0.00310  0.00274  0.00538  0.00265
Mark_284        2460459.41729     0.54   0.30  -83.04   20.10 -0.00523  0.00301 -0.00130  0.00292
Mark_284        2460459.41762     0.42   0.30   82.41   61.44 -0.00409  0.00305  0.00111  0.00297
Mark_284        2460459.41794     0.49   0.33   76.81   27.47 -0.00435  0.00334  0.00216  0.00325
Mark_284        2460459.41826     0.30   0.31    1.46   61.44  0.00295  0.00308  0.00015  0.00300
Mark_284        2460459.41859     0.97   0.32   74.64   10.33 -0.00830  0.00324  0.00493  0.00312
Mark_285        2460459.36031     0.50   0.21   88.60   13.72 -0.00501  0.00211  0.00024  0.00207
Mark_285        2460459.36064     0.28   0.21   32.97   61.44  0.00113  0.00214  0.00253  0.00209
Mark_285        2460459.36096     0.54   0.21   35.21   12.38  0.00181  0.00214  0.00510  0.00209
Mark_285        2460459.36128     0.61   0.21   42.99   10.95  0.00043  0.00218  0.00608  0.00213
Mark_285        2460459.36161     0.25   0.21  -72.68   61.44 -0.00202  0.00211 -0.00139  0.00207
Mark_285        2460459.36208     0.78   0.21   75.43    8.09 -0.00684  0.00211  0.00381  0.00207
Mark_285        2460459.36241     0.38   0.21   41.43   19.69  0.00047  0.00214  0.00378  0.00209
Mark_285        2460459.36273     0.13   0.21   51.18   61.44 -0.00029  0.00218  0.00132  0.00213
Mark_285        2460459.36324     0.49   0.21   28.54   14.37  0.00268  0.00219  0.00414  0.00213
Mark_289        2460460.39513     0.21   0.20   53.60   61.44 -0.00063  0.00208  0.00202  0.00202
Mark_289        2460460.39542     0.38   0.20   53.19   19.06 -0.00107  0.00208  0.00364  0.00203
Mark_289        2460460.39571     0.27   0.21   10.38   61.44  0.00251  0.00209  0.00095  0.00202
Mark_289        2460460.39600     0.53   0.21    4.75   12.65  0.00518  0.00207  0.00087  0.00202
Mark_289        2460460.39628     0.32   0.21  -17.78   25.55  0.00258  0.00209 -0.00184  0.00203
Mark_289        2460460.39657     0.83   0.20   36.56    7.30  0.00240  0.00206  0.00792  0.00202
Mark_289        2460460.39686     0.29   0.21   69.55   61.44 -0.00217  0.00209  0.00188  0.00202
Mark_289        2460460.39716     0.13   0.20   42.94   61.44  0.00009  0.00204  0.00125  0.00199
Mark_290        2460460.36392     0.26   0.21   43.83   61.44  0.00011  0.00211  0.00265  0.00205
Mark_290        2460460.36425     0.21   0.21   53.84   61.44 -0.00062  0.00211  0.00196  0.00206
Mark_290        2460460.36457     0.45   0.20   46.93   15.25 -0.00030  0.00210  0.00447  0.00204
Mark_290        2460460.36490     0.30   0.21   62.72   28.21 -0.00172  0.00210  0.00242  0.00204
Mark_290        2460460.36522     0.28   0.20   44.99   61.44  0.00000  0.00207  0.00283  0.00201
Mark_290        2460460.36554     0.04   0.20  -31.92   61.44  0.00016  0.00206 -0.00032  0.00199
Mark_290        2460460.36587     0.08   0.21  -83.26   61.44 -0.00081  0.00209 -0.00020  0.00202
Mark_290        2460460.36619     0.41   0.20   48.42   16.89 -0.00049  0.00211  0.00410  0.00203
Mark_294        2460461.32285     0.23   0.21  -10.03   61.44  0.00219  0.00209 -0.00080  0.00204
Mark_294        2460461.32323     0.28   0.20   59.77   61.44 -0.00138  0.00208  0.00244  0.00202
Mark_294        2460461.32362     0.39   0.21   76.00   19.03 -0.00343  0.00209  0.00182  0.00204
Mark_294        2460461.32400     0.40   0.21   62.78   17.92 -0.00234  0.00209  0.00327  0.00205
Mark_294        2460461.32439     0.54   0.21    7.41   12.41  0.00522  0.00210  0.00138  0.00205
Mark_294        2460461.32477     0.66   0.21   -2.08    9.74  0.00659  0.00209 -0.00048  0.00204
Mark_294        2460461.32516     0.08   0.21   36.51   61.44  0.00024  0.00211  0.00077  0.00206
Mark_294        2460461.32554     0.29   0.21   37.75   61.44  0.00072  0.00211  0.00277  0.00206
Mark_295        2460461.34398     0.20   0.18   43.97   61.44  0.00007  0.00185  0.00201  0.00180
Mark_295        2460461.34427     0.26   0.18   58.97   28.37 -0.00121  0.00184  0.00228  0.00179
Mark_295        2460461.34456     0.30   0.18   58.19   22.42 -0.00133  0.00184  0.00269  0.00179
Mark_295        2460461.34485     0.33   0.18   26.84   19.30  0.00198  0.00184  0.00270  0.00180
Mark_295        2460461.34514     0.26   0.18   69.04   27.79 -0.00195  0.00183  0.00175  0.00178
Mark_295        2460461.34543     0.31   0.18   43.13   20.71  0.00020  0.00183  0.00311  0.00177
Mark_295        2460461.34572     0.59   0.18   50.31    9.34 -0.00108  0.00183  0.00577  0.00179
Mark_295        2460461.34601     0.36   0.18   48.74   16.78 -0.00047  0.00184  0.00361  0.00178
Mark_297        2460431.51476     0.25   0.20   -3.73   61.44  0.00247  0.00197 -0.00032  0.00192
Mark_297        2460431.51510     0.39   0.19   76.13   17.06 -0.00345  0.00194  0.00182  0.00190
Mark_297        2460431.51545     0.20   0.21  -41.49   61.44  0.00024  0.00217 -0.00197  0.00213
Mark_297        2460431.51580     0.33   0.20   52.37   22.11 -0.00085  0.00203  0.00323  0.00198
Mark_297        2460431.51616     0.56   0.23   35.97   13.12  0.00173  0.00232  0.00531  0.00226
Mark_297        2460431.51668     0.74   0.25    1.17   10.75  0.00737  0.00254  0.00030  0.00249
Mark_297        2460431.51703     0.55   0.28  -37.33   18.23  0.00144  0.00288 -0.00526  0.00283
Mark_297        2460431.51755     0.38   0.22  -60.92   21.72 -0.00201  0.00226 -0.00324  0.00223
Mark_297        2460431.51789     0.34   0.26    2.58   61.44  0.00343  0.00263  0.00031  0.00261
Mark_297        2460431.51824     0.33   0.29   -6.71   61.44  0.00324  0.00292 -0.00077  0.00286
Mark_298        2460461.34824     0.32   0.10   19.21    9.71  0.00250  0.00102  0.00198  0.00099
Mark_298        2460461.34847     0.17   0.10   27.04   22.71  0.00098  0.00102  0.00135  0.00100
Mark_298        2460461.34870     0.14   0.10   48.62   28.06 -0.00018  0.00102  0.00142  0.00099
Mark_298        2460461.34894     0.27   0.10   29.50   11.90  0.00137  0.00101  0.00228  0.00099
Mark_298        2460461.34917     0.25   0.10   58.56   12.97 -0.00113  0.00101  0.00220  0.00099
Mark_298        2460461.34940     0.36   0.10   28.38    8.40  0.00197  0.00101  0.00300  0.00099
Mark_298        2460461.34963     0.40   0.10   48.24    7.31 -0.00046  0.00101  0.00402  0.00099
Mark_298        2460461.34986     0.33   0.10   28.84    9.25  0.00176  0.00101  0.00278  0.00099
Mark_301        2460459.37028     0.20   0.10   31.20   16.51  0.00093  0.00100  0.00179  0.00097
Mark_301        2460459.37049     0.18   0.10   53.76   20.02 -0.00053  0.00100  0.00167  0.00097
Mark_301        2460459.37069     0.24   0.10   58.76   13.48 -0.00109  0.00100  0.00209  0.00097
Mark_301        2460459.37090     0.32   0.10   23.74    9.28  0.00218  0.00099  0.00238  0.00097
Mark_301        2460459.37111     0.31   0.10   25.11    9.80  0.00196  0.00099  0.00236  0.00097
Mark_301        2460459.37132     0.22   0.10   40.57   14.34  0.00034  0.00099  0.00221  0.00097
Mark_301        2460459.37153     0.07   0.10   66.38   61.44 -0.00048  0.00099  0.00052  0.00097
Mark_301        2460459.37174     0.13   0.10  -73.97   61.44 -0.00106  0.00099 -0.00067  0.00097
Mark_301        2460459.37194     0.30   0.10   52.45   10.14 -0.00076  0.00099  0.00287  0.00097
Mark_302        2460460.35008     0.44   0.19   77.82   13.80 -0.00400  0.00186  0.00181  0.00180
Mark_302        2460460.35041     0.77   0.18   77.26    7.07 -0.00697  0.00184  0.00332  0.00179
Mark_302        2460460.35075     0.13   0.18  -34.77   61.44  0.00047  0.00184 -0.00126  0.00177
Mark_302        2460460.35102     0.42   0.18   85.69   14.43 -0.00416  0.00184  0.00063  0.00179
Mark_302        2460460.35128     0.47   0.18   74.89   12.36 -0.00406  0.00183  0.00237  0.00177
Mark_302        2460460.35160     0.43   0.18   54.44   13.83 -0.00138  0.00186  0.00403  0.00179
Mark_302        2460460.35186     0.17   0.18   73.36   61.44 -0.00142  0.00186  0.00093  0.00181
Mark_302        2460460.35213     0.26   0.19    8.42   61.44  0.00248  0.00186  0.00075  0.00181
Mark_305        2460438.31789     0.14   0.18   84.56   61.44 -0.00136  0.00183  0.00026  0.00179
Mark_305        2460438.31810     0.29   0.18  -78.03   24.29 -0.00265  0.00184 -0.00117  0.00179
Mark_305        2460438.31831     0.16   0.18  -85.21   61.44 -0.00153  0.00184 -0.00026  0.00180
Mark_305        2460438.31852     0.23   0.18  -58.62   61.44 -0.00105  0.00184 -0.00205  0.00180
Mark_305        2460438.31873     0.29   0.18  -59.37   23.61 -0.00141  0.00185 -0.00257  0.00181
Mark_305        2460438.31895     0.56   0.18   81.70   10.15 -0.00537  0.00184  0.00160  0.00179
Mark_305        2460438.31916     0.23   0.18   88.78   61.44 -0.00230  0.00184  0.00010  0.00179
Mark_305        2460438.31936     0.28   0.18   78.97   25.98 -0.00259  0.00185  0.00105  0.00180
Mark_305        2460438.31957     0.41   0.18   79.93   14.95 -0.00384  0.00184  0.00141  0.00179
Mark_307        2460459.34921     0.51   0.18   59.19   11.08 -0.00241  0.00181  0.00445  0.00178
Mark_307        2460459.34944     0.27   0.18   46.65   26.12 -0.00015  0.00180  0.00267  0.00177
Mark_307        2460459.34968     0.39   0.18   60.65   15.50 -0.00202  0.00182  0.00332  0.00178
Mark_307        2460459.34991     0.33   0.18   46.46   19.59 -0.00017  0.00181  0.00325  0.00178
Mark_307        2460459.35014     0.57   0.18   47.34    9.57 -0.00046  0.00180  0.00566  0.00177
Mark_307        2460459.35037     0.21   0.18   85.41   61.44 -0.00203  0.00179  0.00033  0.00174
Mark_307        2460459.35060     0.46   0.18   75.51   12.41 -0.00405  0.00180  0.00224  0.00177
Mark_307        2460459.35083     0.18   0.18   22.79   61.44  0.00127  0.00178  0.00130  0.00174
Mark_307        2460459.35106     0.17   0.18   58.10   61.44 -0.00075  0.00180  0.00151  0.00176
Mark_308        2460431.28429     0.63   0.25   14.60   12.43  0.00552  0.00247  0.00309  0.00242
Mark_308        2460431.28456     0.12   0.24   12.54   61.44  0.00108  0.00237  0.00051  0.00232
Mark_308        2460431.28483     0.06   0.24   71.26   61.44 -0.00046  0.00240  0.00035  0.00235
Mark_308        2460431.28509     0.40   0.25  -84.57   23.95 -0.00393  0.00251 -0.00075  0.00246
Mark_308        2460431.28536     0.21   0.24  -47.94   61.44 -0.00022  0.00242 -0.00210  0.00239
Mark_308        2460431.28563     0.18   0.24  -54.52   61.44 -0.00058  0.00241 -0.00168  0.00236
Mark_308        2460431.28589     0.50   0.23  -18.52   15.83  0.00398  0.00235 -0.00300  0.00231
Mark_308        2460431.28616     0.23   0.27   -2.00   61.44  0.00226  0.00270 -0.00016  0.00264
Mark_308        2460431.28642     0.46   0.26   78.38   20.88 -0.00418  0.00261  0.00180  0.00255
Mark_310        2460460.29405     0.95   0.22   44.27    6.74  0.00024  0.00221  0.00951  0.00216
Mark_310        2460460.29438     1.13   0.22   24.21    5.75  0.00748  0.00223  0.00844  0.00219
Mark_310        2460460.29470     1.09   0.22   22.77    5.97  0.00764  0.00223  0.00778  0.00219
Mark_310        2460460.29502     0.92   0.22   34.26    6.98  0.00338  0.00221  0.00859  0.00216
Mark_310        2460460.29535     1.06   0.22   28.07    6.10  0.00591  0.00223  0.00881  0.00218
Mark_310        2460460.29567     0.65   0.22   32.17   10.54  0.00281  0.00223  0.00585  0.00219
Mark_310        2460460.29601     0.87   0.22   40.24    7.53  0.00143  0.00223  0.00856  0.00218
Mark_310        2460460.29633     0.65   0.22   21.59   10.41  0.00473  0.00219  0.00443  0.00215
